class_id,class_name,total,noise_score,corrupted,grayscale,small,low_contrast,near_blank,color_outlier,color_var
n04019541,puck,1300,2.4,0,3,0,0,0,2,0.0513
n04039381,racket,1300,2.4,0,3,0,0,0,2,0.0491
n04074963,remote control,1300,2.4,0,3,0,0,0,2,0.052
n04125021,safe,1029,2.4,0,3,0,0,0,2,0.0461
n04332243,strainer,1300,2.4,0,3,0,0,0,2,0.0389
n04380533,table lamp,1300,2.4,0,3,0,0,0,2,0.0538
n04447861,toilet seat,1300,2.4,0,3,0,0,0,2,0.0395
n04476259,tray,1300,2.4,0,3,0,0,0,2,0.0441
n04493381,tub,1300,2.4,0,3,0,0,0,2,0.0353
n07613480,trifle,1300,2.4,0,0,0,0,0,4,0.0369
n07716358,zucchini,1300,2.4,0,0,0,0,0,4,0.0291
n07718472,cucumber,1300,2.4,0,0,0,0,0,4,0.0399
n07720875,bell pepper,1300,2.4,0,0,0,0,0,4,0.0466
n07742313,Granny Smith,1300,2.4,0,0,0,0,0,4,0.0526
n07754684,jackfruit,1300,2.4,0,0,0,0,0,4,0.029
n07930864,cup,1300,2.4,0,3,0,0,0,2,0.056
n12768682,buckeye,1300,2.4,0,0,0,0,0,4,0.0386
n01675722,banded gecko,1300,2.2,0,0,1,0,0,2,0.0518
n01685808,whiptail,1300,2.2,0,0,0,1,0,2,0.0342
n01687978,agama,1300,2.2,0,1,0,0,0,3,0.0391
n01688243,frilled lizard,1117,2.2,0,0,1,0,0,2,0.0354
n01689811,alligator lizard,1300,2.2,0,1,0,0,0,3,0.0345
n01748264,Indian cobra,1300,2.2,0,1,0,0,0,3,0.042
n01828970,bee eater,1300,2.2,0,1,0,0,0,3,0.0671
n01833805,hummingbird,1300,2.2,0,1,0,0,0,3,0.0632
n01855672,goose,1300,2.2,0,1,0,0,0,3,0.0405
n01871265,tusker,1300,2.2,0,1,0,0,0,3,0.0302
n01945685,slug,1300,2.2,0,1,0,0,0,3,0.0371
n01968897,chambered nautilus,1300,2.2,0,1,0,0,0,3,0.0599
n02006656,spoonbill,1300,2.2,0,1,0,0,0,3,0.0625
n02012849,crane,1300,2.2,0,1,0,0,0,3,0.0442
n02013706,limpkin,1300,2.2,0,0,1,0,0,2,0.039
n02066245,grey whale,1150,2.2,0,1,0,0,0,3,0.0487
n02077923,sea lion,1300,2.2,0,1,0,0,0,3,0.0366
n02090721,Irish wolfhound,1300,2.2,0,1,0,0,0,3,0.0349
n02098286,West Highland white terrier,1300,2.2,0,1,0,0,0,3,0.0374
n02099429,curly-coated retriever,1218,2.2,0,4,0,0,0,1,0.0363
n02100236,German short-haired pointer,1300,2.2,0,1,0,0,0,3,0.0361
n02101006,Gordon setter,1300,2.2,0,1,0,0,0,3,0.0349
n02101388,Brittany spaniel,1300,2.2,0,1,0,0,0,3,0.0371
n02102318,cocker spaniel,1300,2.2,0,1,0,0,0,3,0.0345
n02106662,German shepherd,1300,2.2,0,1,0,0,0,3,0.0359
n02108915,French bulldog,1300,2.2,0,4,0,0,0,1,0.0382
n02110063,malamute,1300,2.2,0,1,0,0,0,3,0.0322
n02112706,Brabancon griffon,1070,2.2,0,1,0,0,0,3,0.0368
n02172182,dung beetle,1300,2.2,0,1,0,0,0,3,0.0349
n02236044,mantis,1300,2.2,0,1,0,0,0,3,0.0476
n02325366,wood rabbit,1300,2.2,0,1,0,0,0,3,0.0357
n02403003,ox,1300,2.2,0,1,0,0,0,3,0.0327
n02415577,bighorn,1300,2.2,0,1,0,0,0,3,0.032
n02447366,badger,1300,2.2,0,1,0,0,0,3,0.0328
n02514041,barracouta,1300,2.2,0,0,0,1,0,2,0.0412
n02526121,eel,1165,2.2,0,1,0,0,0,3,0.0435
n02536864,coho,1300,2.2,0,0,0,1,0,2,0.0338
n02676566,acoustic guitar,1300,2.2,0,1,0,0,0,3,0.0498
n02727426,apiary,1300,2.2,0,1,0,0,0,3,0.0278
n02804414,bassinet,1300,2.2,0,1,0,0,0,3,0.0428
n02804610,bassoon,1300,2.2,0,1,0,0,0,3,0.0558
n02808304,bath towel,1300,2.2,0,1,0,0,0,3,0.0391
n02823428,beer bottle,1300,2.2,0,1,0,0,0,3,0.0444
n02825657,bell cote,1300,2.2,0,1,0,0,0,3,0.0484
n02859443,boathouse,1300,2.2,0,1,0,0,0,3,0.0312
n02894605,breakwater,1300,2.2,0,4,0,0,0,1,0.0382
n02977058,cash machine,1300,2.2,0,1,0,0,0,3,0.0398
n03032252,cinema,1300,2.2,0,1,0,0,0,3,0.0489
n03063599,coffee mug,1300,2.2,0,1,0,0,0,3,0.0469
n03095699,container ship,1300,2.2,0,1,0,0,0,3,0.0503
n03133878,Crock Pot,1187,2.2,0,1,0,0,0,3,0.0341
n03179701,desk,1300,2.2,0,1,0,0,0,3,0.0465
n03208938,disk brake,1300,2.2,0,4,0,0,0,1,0.0294
n03240683,drilling platform,1300,2.2,0,1,0,0,0,3,0.0431
n03417042,garbage truck,1300,2.2,0,1,0,0,0,3,0.0319
n03450230,gown,1300,2.2,0,1,0,0,0,3,0.043
n03534580,hoopskirt,1300,2.2,0,1,0,0,0,3,0.0454
n03690938,lotion,1272,2.2,0,1,0,0,0,3,0.0511
n03717622,manhole cover,1300,2.2,0,4,0,0,0,1,0.0348
n03769881,minibus,1300,2.2,0,1,0,0,0,3,0.0306
n03792782,mountain bike,1300,2.2,0,1,0,0,0,3,0.033
n03803284,muzzle,1133,2.2,0,1,0,0,0,3,0.0564
n03825788,nipple,1300,2.2,0,1,0,0,0,3,0.0612
n03866082,overskirt,1005,2.2,0,1,0,0,0,3,0.0485
n03868242,oxcart,1300,2.2,0,1,0,0,0,3,0.0286
n03929660,pick,1157,2.2,0,4,0,0,0,1,0.0688
n03937543,pill bottle,1300,2.2,0,1,0,0,0,3,0.0504
n03947888,pirate,1118,2.2,0,1,0,0,0,3,0.0452
n03954731,plane,1300,2.2,0,1,0,0,0,3,0.053
n03995372,power drill,908,2.2,0,1,0,0,0,3,0.0479
n04049303,rain barrel,1300,2.2,0,1,0,0,0,3,0.034
n04116512,rubber eraser,1300,2.2,0,1,0,0,0,3,0.0544
n04192698,shield,1300,2.2,0,1,0,0,0,3,0.0461
n04200800,shoe shop,1300,2.2,0,1,0,0,0,3,0.0268
n04204238,shopping basket,1300,2.2,0,1,0,0,0,3,0.0503
n04243546,slot,1300,2.2,0,1,0,0,0,3,0.0359
n04252077,snowmobile,1300,2.2,0,1,0,0,0,3,0.0457
n04258138,solar dish,1300,2.2,0,1,0,0,0,3,0.0386
n04259630,sombrero,1300,2.2,0,1,0,0,0,3,0.0407
n04273569,speedboat,1300,2.2,0,1,0,0,0,3,0.0448
n04296562,stage,1300,2.2,0,1,0,0,0,3,0.0501
n04336792,stretcher,1300,2.2,0,1,0,0,0,3,0.044
n04366367,suspension bridge,1300,2.2,0,1,0,0,0,3,0.0454
n04435653,tile roof,1300,2.2,0,1,0,0,0,3,0.0337
n04525305,vending machine,1300,2.2,0,1,0,0,0,3,0.0318
n04548362,wallet,1300,2.2,0,1,0,0,0,3,0.0556
n04579145,whiskey jug,1055,2.2,0,1,0,0,0,3,0.053
n04592741,wing,1300,2.2,0,1,0,0,0,3,0.0506
n04597913,wooden spoon,1300,2.2,0,0,0,1,0,2,0.0489
n04599235,wool,1300,2.2,0,1,0,0,0,3,0.0461
n07715103,cauliflower,1300,2.2,0,1,0,0,0,3,0.037
n07718747,artichoke,1300,2.2,0,1,0,0,0,3,0.0309
n13044778,earthstar,1300,2.2,0,1,0,0,0,3,0.0314
n02025239,ruddy turnstone,1300,2.0,0,2,0,0,0,2,0.0443
n02027492,red-backed sandpiper,1300,2.0,0,2,0,0,0,2,0.0557
n02071294,killer whale,1300,2.0,0,2,0,0,0,2,0.0459
n02087046,toy terrier,860,2.0,0,2,0,0,0,2,0.042
n02088632,bluetick,1136,2.0,0,2,0,0,0,2,0.0356
n02091032,Italian greyhound,1300,2.0,0,2,0,0,0,2,0.0379
n02094258,Norwich terrier,1300,2.0,0,2,0,0,0,2,0.0304
n02095889,Sealyham terrier,936,2.0,0,2,0,0,0,2,0.0424
n02106166,Border collie,1300,2.0,0,2,0,0,0,2,0.0377
n02114367,timber wolf,1300,2.0,0,2,0,0,0,2,0.0332
n02123394,Persian cat,1300,2.0,0,2,0,0,0,2,0.0377
n02127052,lynx,1300,2.0,0,2,0,0,0,2,0.0283
n02133161,American black bear,1300,2.0,0,2,0,0,0,2,0.0324
n02168699,long-horned beetle,1300,2.0,0,2,0,0,0,2,0.0485
n02317335,starfish,1300,2.0,0,2,0,0,0,2,0.0448
n02443484,black-footed ferret,1300,2.0,0,2,0,0,0,2,0.0388
n02454379,armadillo,1300,2.0,0,2,0,0,0,2,0.0347
n02490219,marmoset,1300,2.0,0,1,1,0,0,1,0.036
n02504013,Indian elephant,1300,2.0,0,1,1,0,0,1,0.0291
n02783161,ballpoint,1236,2.0,0,2,0,0,0,2,0.0663
n02788148,bannister,1300,2.0,0,1,1,0,0,1,0.0352
n02797295,barrow,1300,2.0,0,2,0,0,0,2,0.0338
n02807133,bathing cap,1300,2.0,0,2,0,0,0,2,0.0432
n02840245,binder,1300,2.0,0,2,0,0,0,2,0.0583
n02869837,bonnet,1300,2.0,0,2,0,0,0,2,0.0397
n02917067,bullet train,1300,2.0,0,2,0,0,0,2,0.0241
n02981792,catamaran,1300,2.0,0,2,0,0,0,2,0.0441
n03124170,cowboy hat,1300,2.0,0,2,0,0,0,2,0.0423
n03272562,electric locomotive,1300,2.0,0,2,0,0,0,2,0.0309
n03291819,envelope,1300,2.0,0,2,0,0,0,2,0.0573
n03344393,fireboat,1300,2.0,0,2,0,0,0,2,0.0406
n03393912,freight car,1300,2.0,0,2,0,0,0,2,0.0432
n03447447,gondola,1300,2.0,0,2,0,0,0,2,0.0292
n03538406,horse cart,1300,2.0,0,2,0,0,0,2,0.0321
n03720891,maraca,1300,2.0,0,2,0,0,0,2,0.0652
n03888605,parallel bars,1300,2.0,0,2,0,0,0,2,0.0483
n03930630,pickup,1300,2.0,0,2,0,0,0,2,0.0338
n04204347,shopping cart,1300,2.0,0,2,0,0,0,2,0.0339
n04251144,snorkel,1300,2.0,0,2,0,0,0,2,0.0522
n04310018,steam locomotive,1300,2.0,0,2,0,0,0,2,0.0335
n04326547,stone wall,1300,2.0,0,2,0,0,0,2,0.0279
n04367480,swab,1300,2.0,0,2,0,0,0,2,0.046
n04442312,toaster,1300,2.0,0,2,0,0,0,2,0.0459
n04443257,tobacco shop,1250,2.0,0,2,0,0,0,2,0.0288
n04486054,triumphal arch,1300,2.0,0,2,0,0,0,2,0.0373
n04540053,volleyball,1300,2.0,0,2,0,0,0,2,0.0392
n04579432,whistle,1300,2.0,0,2,0,0,0,2,0.0732
n04604644,worm fence,1300,2.0,0,2,0,0,0,2,0.0342
n04612504,yawl,1206,2.0,0,2,0,0,0,2,0.0426
n07753592,banana,1300,2.0,0,2,0,0,0,2,0.0448
n15075141,toilet tissue,1300,2.0,0,2,0,0,0,2,0.0426
n01530575,brambling,1300,1.8,0,0,0,0,0,3,0.0449
n01532829,house finch,1300,1.8,0,0,0,0,0,3,0.0479
n01558993,robin,1300,1.8,0,0,0,0,0,3,0.0421
n01560419,bulbul,1300,1.8,0,0,0,0,0,3,0.043
n01582220,magpie,1300,1.8,0,0,0,0,0,3,0.047
n01616318,vulture,1300,1.8,0,0,0,0,0,3,0.0677
n01632458,spotted salamander,1300,1.8,0,0,0,0,0,3,0.0389
n01644373,tree frog,1300,1.8,0,0,0,0,0,3,0.0477
n01682714,American chameleon,1300,1.8,0,0,0,0,0,3,0.0454
n01692333,Gila monster,1300,1.8,0,0,0,0,0,3,0.0309
n01693334,green lizard,1300,1.8,0,0,0,0,0,3,0.0361
n01695060,Komodo dragon,1300,1.8,0,0,0,0,0,3,0.0271
n01697457,African crocodile,1300,1.8,0,0,0,0,0,3,0.0377
n01729322,hognose snake,1300,1.8,0,0,0,0,0,3,0.036
n01735189,garter snake,1300,1.8,0,0,0,0,0,3,0.026
n01753488,horned viper,1300,1.8,0,0,0,0,0,3,0.0399
n01756291,sidewinder,1300,1.8,0,0,0,0,0,3,0.0339
n01770393,scorpion,1300,1.8,0,0,0,0,0,3,0.0499
n01773797,garden spider,1300,1.8,0,0,0,0,0,3,0.0413
n01819313,sulphur-crested cockatoo,1300,1.8,0,0,0,0,0,3,0.0435
n01847000,drake,1300,1.8,0,0,0,0,0,3,0.0455
n01917289,brain coral,1300,1.8,0,0,0,0,0,3,0.0321
n01978455,rock crab,1300,1.8,0,0,0,0,0,3,0.0328
n01981276,king crab,1300,1.8,0,0,0,0,0,3,0.0369
n02007558,flamingo,1300,1.8,0,0,0,0,0,3,0.0422
n02056570,king penguin,1300,1.8,0,0,0,0,0,3,0.0354
n02074367,dugong,1300,1.8,0,0,0,0,0,3,0.0503
n02088238,basset,1300,1.8,0,0,0,0,0,3,0.037
n02090379,redbone,1290,1.8,0,0,0,0,0,3,0.0353
n02093754,Border terrier,1300,1.8,0,0,0,0,0,3,0.0308
n02094433,Yorkshire terrier,1300,1.8,0,0,0,0,0,3,0.0373
n02095570,Lakeland terrier,1300,1.8,0,0,0,0,0,3,0.0366
n02096177,cairn,1300,1.8,0,0,0,0,0,3,0.0311
n02096294,Australian terrier,1300,1.8,0,0,0,0,0,3,0.036
n02097658,silky terrier,1300,1.8,0,0,0,0,0,3,0.0295
n02099712,Labrador retriever,1300,1.8,0,3,0,0,0,1,0.0356
n02100583,vizsla,1300,1.8,0,0,0,0,0,3,0.0368
n02100735,English setter,1300,1.8,0,3,0,0,0,1,0.0346
n02102040,English springer,1300,1.8,0,3,0,0,0,1,0.0338
n02102973,Irish water spaniel,969,1.8,0,3,0,0,0,1,0.0378
n02107312,miniature pinscher,1300,1.8,0,0,0,0,0,3,0.036
n02112137,chow,1300,1.8,0,0,0,0,0,3,0.0377
n02113023,Pembroke,1300,1.8,0,0,0,0,0,3,0.0327
n02114855,coyote,1300,1.8,0,0,0,0,0,3,0.0352
n02125311,cougar,1300,1.8,0,0,0,0,0,3,0.0324
n02132136,brown bear,1300,1.8,0,0,0,0,0,3,0.0331
n02165105,tiger beetle,1300,1.8,0,0,0,0,0,3,0.0336
n02165456,ladybug,1300,1.8,0,0,0,0,0,3,0.0444
n02169497,leaf beetle,1300,1.8,0,0,0,0,0,3,0.0433
n02177972,weevil,1300,1.8,0,0,0,0,0,3,0.056
n02226429,grasshopper,1300,1.8,0,0,0,0,0,3,0.0444
n02259212,leafhopper,1300,1.8,0,0,0,0,0,3,0.0685
n02268443,dragonfly,1300,1.8,0,0,0,0,0,3,0.0462
n02276258,admiral,1300,1.8,0,0,0,0,0,3,0.0402
n02277742,ringlet,1300,1.8,0,0,0,0,0,3,0.0356
n02279972,monarch,1300,1.8,0,0,0,0,0,3,0.0343
n02280649,cabbage butterfly,1300,1.8,0,0,0,0,0,3,0.0422
n02361337,marmot,1300,1.8,0,0,0,0,0,3,0.0304
n02408429,water buffalo,1300,1.8,0,0,0,0,0,3,0.0317
n02441942,weasel,1300,1.8,0,0,0,0,0,3,0.0386
n02443114,polecat,1300,1.8,0,0,0,0,0,3,0.0358
n02444819,otter,1300,1.8,0,0,0,0,0,3,0.036
n02484975,guenon,1300,1.8,0,0,0,0,0,3,0.0289
n02487347,macaque,1300,1.8,0,0,0,0,0,3,0.0306
n02492660,howler monkey,1300,1.8,0,0,0,0,0,3,0.0335
n02497673,Madagascar cat,1300,1.8,0,0,0,0,0,3,0.0273
n02500267,indri,1300,1.8,0,0,0,0,0,3,0.0287
n02606052,rock beauty,969,1.8,0,0,0,0,0,3,0.0418
n02641379,gar,1300,1.8,0,0,0,0,0,3,0.0475
n02643566,lionfish,1300,1.8,0,0,0,0,0,3,0.0402
n02699494,altar,1300,1.8,0,0,0,0,0,3,0.0315
n02843684,birdhouse,1300,1.8,0,0,0,0,0,3,0.0369
n02865351,bolo tie,1300,1.8,0,0,0,0,0,3,0.0694
n02877765,bottlecap,1300,1.8,0,0,0,0,0,3,0.0446
n02883205,bow tie,1300,1.8,0,3,0,0,0,1,0.0472
n02948072,candle,1300,1.8,0,0,0,0,0,3,0.0625
n03014705,chest,1300,1.8,0,0,0,0,0,3,0.0556
n03026506,Christmas stocking,1300,1.8,0,0,0,0,0,3,0.0428
n03042490,cliff dwelling,1300,1.8,0,0,0,0,0,3,0.0293
n03127747,crash helmet,1300,1.8,0,0,0,0,0,3,0.0416
n03218198,dogsled,1300,1.8,0,0,0,0,0,3,0.0396
n03223299,doormat,1300,1.8,0,0,0,0,0,3,0.0451
n03314780,face powder,1153,1.8,0,0,0,0,0,3,0.0644
n03325584,feather boa,1300,1.8,0,0,0,0,0,3,0.0397
n03443371,goblet,1300,1.8,0,3,0,0,0,1,0.0426
n03445924,golfcart,1300,1.8,0,0,0,0,0,3,0.0328
n03461385,grocery store,1300,1.8,0,0,0,0,0,3,0.0249
n03496892,harvester,1300,1.8,0,0,0,0,0,3,0.0365
n03529860,home theater,1300,1.8,0,3,0,0,0,1,0.0421
n03530642,honeycomb,1300,1.8,0,0,0,0,0,3,0.0407
n03662601,lifeboat,1300,1.8,0,0,0,0,0,3,0.0445
n03697007,lumbermill,1300,1.8,0,0,0,0,0,3,0.0259
n03733131,maypole,1300,1.8,0,0,0,0,0,3,0.0371
n03770679,minivan,1300,1.8,0,0,0,0,0,3,0.031
n03773504,missile,1300,1.8,0,0,0,0,0,3,0.0512
n03781244,monastery,1155,1.8,0,0,0,0,0,3,0.0336
n03787032,mortarboard,1300,1.8,0,0,0,0,0,3,0.0482
n03788195,mosque,1300,1.8,0,0,0,0,0,3,0.0439
n03837869,obelisk,1300,1.8,0,3,0,0,0,1,0.0476
n03840681,ocarina,1300,1.8,0,0,0,0,0,3,0.0516
n03877472,pajama,1300,1.8,0,0,0,0,0,3,0.0411
n03884397,panpipe,1300,1.8,0,0,0,0,0,3,0.051
n03902125,pay-phone,1300,1.8,0,0,0,0,0,3,0.0345
n03930313,picket fence,1300,1.8,0,3,0,0,0,1,0.0318
n03970156,plunger,1254,1.8,0,0,0,0,0,3,0.0489
n04026417,purse,1300,1.8,0,0,0,0,0,3,0.0567
n04081281,restaurant,1300,1.8,0,0,0,0,0,3,0.0327
n04111531,rotisserie,1300,1.8,0,0,0,0,0,3,0.0338
n04152593,screen,1267,1.8,0,0,0,0,0,3,0.045
n04235860,sleeping bag,1300,1.8,0,0,0,0,0,3,0.0403
n04254777,sock,1300,1.8,0,0,0,0,0,3,0.0394
n04330267,stove,1300,1.8,0,0,0,0,0,3,0.0463
n04483307,trimaran,1300,1.8,0,0,0,0,0,3,0.0442
n04550184,wardrobe,1300,1.8,0,0,0,0,0,3,0.0406
n07583066,guacamole,1300,1.8,0,0,0,0,0,3,0.0275
n07614500,ice cream,1300,1.8,0,0,0,0,0,3,0.0376
n07615774,ice lolly,1300,1.8,0,0,0,0,0,3,0.0339
n07711569,mashed potato,1300,1.8,0,0,0,0,0,3,0.0336
n07714990,broccoli,1300,1.8,0,0,0,0,0,3,0.0326
n07716906,spaghetti squash,1239,1.8,0,0,0,0,0,3,0.0441
n07749582,lemon,1300,1.8,0,0,0,0,0,3,0.0532
n07760859,custard apple,1300,1.8,0,0,0,0,0,3,0.0388
n07768694,pomegranate,1300,1.8,0,0,0,0,0,3,0.039
n07836838,chocolate sauce,1300,1.8,0,0,0,0,0,3,0.0435
n07875152,potpie,1300,1.8,0,0,0,0,0,3,0.0311
n07920052,espresso,1300,1.8,0,0,0,0,0,3,0.0391
n09332890,lakeside,1300,1.8,0,0,0,0,0,3,0.0376
n09468604,valley,1300,1.8,0,0,0,0,0,3,0.0325
n12057211,yellow lady's slipper,1300,1.8,0,0,0,0,0,3,0.0411
n12267677,acorn,1300,1.8,0,0,0,0,0,3,0.0424
n12985857,coral fungus,1300,1.8,0,0,0,0,0,3,0.0327
n12998815,agaric,1300,1.8,0,0,0,0,0,3,0.0318
n13133613,ear,1300,1.8,0,0,0,0,0,3,0.0396
n01580077,jay,1300,1.6,0,1,0,0,0,2,0.0364
n01630670,common newt,1300,1.6,0,1,0,0,0,2,0.0368
n01739381,vine snake,1300,1.6,0,1,0,0,0,2,0.0611
n01795545,black grouse,1300,1.6,0,1,0,0,0,2,0.042
n01860187,black swan,1300,1.6,0,1,0,0,0,2,0.042
n01882714,koala,1300,1.6,0,1,0,0,0,2,0.0209
n01943899,conch,1300,1.6,0,1,0,0,0,2,0.048
n02037110,oystercatcher,1300,1.6,0,1,0,0,0,2,0.0461
n02088364,beagle,1300,1.6,0,1,0,0,0,2,0.0387
n02091831,Saluki,1300,1.6,0,1,0,0,0,2,0.0343
n02092002,Scottish deerhound,1300,1.6,0,1,0,0,0,2,0.0265
n02093428,American Staffordshire terrier,1300,1.6,0,1,0,0,0,2,0.0339
n02096437,Dandie Dinmont,1156,1.6,0,1,0,0,0,2,0.0349
n02097474,Tibetan terrier,1300,1.6,0,1,0,0,0,2,0.0327
n02098105,soft-coated wheaten terrier,1300,1.6,0,1,0,0,0,2,0.0335
n02098413,Lhasa,1300,1.6,0,1,0,0,0,2,0.034
n02107908,Appenzeller,1300,1.6,0,1,0,0,0,2,0.0352
n02109047,Great Dane,1300,1.6,0,1,0,0,0,2,0.038
n02112018,Pomeranian,1300,1.6,0,1,0,0,0,2,0.0347
n02112350,keeshond,1300,1.6,0,1,0,0,0,2,0.0306
n02113186,Cardigan,1300,1.6,0,1,0,0,0,2,0.0337
n02113978,Mexican hairless,755,1.6,0,1,0,0,0,2,0.0351
n02114548,white wolf,1300,1.6,0,1,0,0,0,2,0.0383
n02167151,ground beetle,1300,1.6,0,1,0,0,0,2,0.0365
n02346627,porcupine,1300,1.6,0,1,0,0,0,2,0.0313
n02364673,guinea pig,1300,1.6,0,1,0,0,0,2,0.0354
n02486261,patas,1300,1.6,0,1,0,0,0,2,0.0305
n02669723,academic gown,1300,1.6,0,1,0,0,0,2,0.0437
n02730930,apron,1300,1.6,0,1,0,0,0,2,0.0408
n02776631,bakery,1300,1.6,0,1,0,0,0,2,0.0275
n02835271,bicycle-built-for-two,1300,1.6,0,1,0,0,0,2,0.0317
n03000684,chain saw,1194,1.6,0,1,0,0,0,2,0.0433
n03127925,crate,1300,1.6,0,1,0,0,0,2,0.0429
n03131574,crib,1300,1.6,0,1,0,0,0,2,0.0357
n03201208,dining table,1300,1.6,0,1,0,0,0,2,0.035
n03216828,dock,1211,1.6,0,1,0,0,0,2,0.0322
n03272010,electric guitar,1300,1.6,0,1,0,0,0,2,0.0572
n03355925,flagpole,1300,1.6,0,1,0,0,0,2,0.0529
n03388549,four-poster,1300,1.6,0,1,0,0,0,2,0.0349
n03457902,greenhouse,1300,1.6,0,1,0,0,0,2,0.0324
n03476684,hair slide,1300,1.6,0,1,0,0,0,2,0.0608
n03590841,jack-o'-lantern,1300,1.6,0,0,0,1,0,1,0.0708
n03594734,jean,1300,1.6,0,1,0,0,0,2,0.0402
n03599486,jinrikisha,1300,1.6,0,1,0,0,0,2,0.0266
n03649909,lawn mower,1300,1.6,0,1,0,0,0,2,0.0343
n03661043,library,1300,1.6,0,1,0,0,0,2,0.0269
n03710193,mailbox,1300,1.6,0,1,0,0,0,2,0.0354
n03775546,mixing bowl,1300,1.6,0,1,0,0,0,2,0.0369
n03873416,paddle,1300,1.6,0,1,0,0,0,2,0.0366
n03877845,palace,1300,1.6,0,1,0,0,0,2,0.0324
n03891332,parking meter,1300,1.6,0,1,0,0,0,2,0.0358
n03933933,pier,1300,1.6,0,1,0,0,0,2,0.0404
n03938244,pillow,1300,1.6,0,1,0,0,0,2,0.0415
n03967562,plow,1300,1.6,0,1,0,0,0,2,0.0317
n03983396,pop bottle,1300,1.6,0,1,0,0,0,2,0.0409
n04008634,projectile,1300,1.6,0,1,0,0,0,2,0.0477
n04033995,quilt,1300,1.6,0,1,0,0,0,2,0.0358
n04037443,racer,1300,1.6,0,1,0,0,0,2,0.0397
n04147183,schooner,1300,1.6,0,1,0,0,0,2,0.0498
n04209133,shower cap,1300,1.6,0,1,0,0,0,2,0.0402
n04263257,soup bowl,1300,1.6,0,1,0,0,0,2,0.0352
n04285008,sports car,1300,1.6,0,1,0,0,0,2,0.0376
n04325704,stole,1300,1.6,0,1,0,0,0,2,0.0393
n04335435,streetcar,1300,1.6,0,1,0,0,0,2,0.0278
n04355338,sundial,1300,1.6,0,1,0,0,0,2,0.0435
n04371430,swimming trunks,1300,1.6,0,1,0,0,0,2,0.0441
n04399382,teddy,1300,1.6,0,1,0,0,0,2,0.0383
n04428191,thresher,1300,1.6,0,1,0,0,0,2,0.0346
n04458633,totem pole,1300,1.6,0,1,0,0,0,2,0.0386
n04461696,tow truck,1300,1.6,0,1,0,0,0,2,0.0308
n04465501,tractor,1300,1.6,0,1,0,0,0,2,0.0343
n04467665,trailer truck,1300,1.6,0,1,0,0,0,2,0.0359
n04487081,trolleybus,1300,1.6,0,1,0,0,0,2,0.0299
n04523525,vault,1300,1.6,0,1,0,0,0,2,0.0292
n04591713,wine bottle,1300,1.6,0,1,0,0,0,2,0.0477
n04596742,wok,1300,1.6,0,1,0,0,0,2,0.0335
n04613696,yurt,1300,1.6,0,1,0,0,0,2,0.0331
n06794110,street sign,1300,1.6,0,1,0,0,0,2,0.051
n07248320,book jacket,1154,1.6,0,1,0,0,0,2,0.051
n07753113,fig,1300,1.6,0,1,0,0,0,2,0.0434
n09193705,alp,1300,1.6,0,1,0,0,0,2,0.0369
n11939491,daisy,1300,1.6,0,1,0,0,0,2,0.0491
n01817953,African grey,1300,1.4,0,2,0,0,0,1,0.0349
n02097209,standard schnauzer,1300,1.4,0,2,0,0,0,1,0.0307
n02483362,gibbon,1300,1.4,0,2,0,0,0,1,0.0362
n02814860,beacon,1300,1.4,0,2,0,0,0,1,0.052
n03425413,gas pump,1300,1.4,0,2,0,0,0,1,0.0321
n03733281,maze,1300,1.4,0,2,0,0,0,1,0.0347
n03785016,moped,1300,1.4,0,2,0,0,0,1,0.0307
n04371774,swing,1300,1.4,0,2,0,0,0,1,0.0383
n04522168,vase,1300,1.4,0,2,0,0,0,1,0.0465
n09428293,seashore,1300,1.4,0,2,0,0,0,1,0.0373
n10148035,groom,1300,1.4,0,2,0,0,0,1,0.0346
n01443537,goldfish,1300,1.2,0,0,0,0,0,2,0.0524
n01514668,cock,1300,1.2,0,0,0,0,0,2,0.0314
n01531178,goldfinch,1300,1.2,0,0,0,0,0,2,0.0437
n01592084,chickadee,1300,1.2,0,0,0,0,0,2,0.0441
n01629819,European fire salamander,1300,1.2,0,0,0,0,0,2,0.0315
n01631663,eft,1300,1.2,0,0,0,0,0,2,0.0335
n01644900,tailed frog,1300,1.2,0,0,0,0,0,2,0.0381
n01667114,mud turtle,1300,1.2,0,0,0,0,0,2,0.0296
n01669191,box turtle,1300,1.2,0,0,0,0,0,2,0.0303
n01677366,common iguana,1300,1.2,0,0,0,0,0,2,0.039
n01742172,boa constrictor,1300,1.2,0,0,0,0,0,2,0.0359
n01744401,rock python,1071,1.2,0,0,0,0,0,2,0.0322
n01749939,green mamba,1300,1.2,0,0,0,0,0,2,0.0408
n01797886,ruffed grouse,1300,1.2,0,0,0,0,0,2,0.0347
n01806567,quail,1300,1.2,0,0,0,0,0,2,0.037
n01807496,partridge,1300,1.2,0,0,0,0,0,2,0.0409
n01818515,macaw,1300,1.2,0,0,0,0,0,2,0.0409
n01820546,lorikeet,1300,1.2,0,0,0,0,0,2,0.0371
n01824575,coucal,1300,1.2,0,0,0,0,0,2,0.0371
n01829413,hornbill,1300,1.2,0,0,0,0,0,2,0.0409
n01843383,toucan,1300,1.2,0,0,0,0,0,2,0.0367
n01883070,wombat,1300,1.2,0,0,0,0,0,2,0.0308
